task_id,tier,combination,status,duration_s,abandoned_reason,tpch_n_success,tpch_n_failed,tpch_total_ms,tpch_geo_mean_ms,tpch_cache_hit_ratio,tpch_queries_with_spill,tpcds_n_success,tpcds_n_failed,tpcds_total_ms,tpcds_geo_mean_ms,tpcds_cache_hit_ratio,tpcds_queries_with_spill,tpch_q1_ms,tpch_q2_ms,tpch_q3_ms,tpch_q4_ms,tpch_q5_ms,tpch_q6_ms,tpch_q7_ms,tpch_q8_ms,tpch_q9_ms,tpch_q10_ms,tpch_q11_ms,tpch_q12_ms,tpch_q13_ms,tpch_q14_ms,tpch_q15_ms,tpch_q16_ms,tpch_q17_ms,tpch_q18_ms,tpch_q19_ms,tpch_q20_ms,tpch_q21_ms,tpch_q22_ms,tpcds_q1_ms,tpcds_q2_ms,tpcds_q3_ms,tpcds_q4_ms,tpcds_q5_ms,tpcds_q6_ms,tpcds_q7_ms,tpcds_q8_ms,tpcds_q9_ms,tpcds_q10_ms,tpcds_q11_ms,tpcds_q12_ms,tpcds_q13_ms,tpcds_q14_ms,tpcds_q15_ms,tpcds_q16_ms,tpcds_q17_ms,tpcds_q18_ms,tpcds_q19_ms,tpcds_q20_ms,tpcds_q21_ms,tpcds_q22_ms,tpcds_q23_ms,tpcds_q24_ms,tpcds_q25_ms,tpcds_q26_ms,tpcds_q27_ms,tpcds_q28_ms,tpcds_q29_ms,tpcds_q30_ms,tpcds_q31_ms,tpcds_q32_ms,tpcds_q33_ms,tpcds_q34_ms,tpcds_q35_ms,tpcds_q36_ms,tpcds_q37_ms,tpcds_q38_ms,tpcds_q39_ms,tpcds_q40_ms,tpcds_q41_ms,tpcds_q42_ms,tpcds_q43_ms,tpcds_q44_ms,tpcds_q45_ms,tpcds_q46_ms,tpcds_q47_ms,tpcds_q48_ms,tpcds_q49_ms,tpcds_q50_ms,tpcds_q51_ms,tpcds_q52_ms,tpcds_q53_ms,tpcds_q54_ms,tpcds_q55_ms,tpcds_q56_ms,tpcds_q57_ms,tpcds_q58_ms,tpcds_q59_ms,tpcds_q60_ms,tpcds_q61_ms,tpcds_q62_ms,tpcds_q63_ms,tpcds_q64_ms,tpcds_q65_ms,tpcds_q66_ms,tpcds_q67_ms,tpcds_q68_ms,tpcds_q69_ms,tpcds_q70_ms,tpcds_q71_ms,tpcds_q72_ms,tpcds_q73_ms,tpcds_q74_ms,tpcds_q75_ms,tpcds_q76_ms,tpcds_q77_ms,tpcds_q78_ms,tpcds_q79_ms,tpcds_q80_ms,tpcds_q81_ms,tpcds_q82_ms,tpcds_q83_ms,tpcds_q84_ms,tpcds_q85_ms,tpcds_q86_ms,tpcds_q87_ms,tpcds_q88_ms,tpcds_q89_ms,tpcds_q90_ms,tpcds_q91_ms,tpcds_q92_ms,tpcds_q93_ms,tpcds_q94_ms,tpcds_q95_ms,tpcds_q96_ms,tpcds_q97_ms,tpcds_q98_ms,tpcds_q99_ms,tpch_q1_timed_out,tpch_q2_timed_out,tpch_q3_timed_out,tpch_q4_timed_out,tpch_q5_timed_out,tpch_q6_timed_out,tpch_q7_timed_out,tpch_q8_timed_out,tpch_q9_timed_out,tpch_q10_timed_out,tpch_q11_timed_out,tpch_q12_timed_out,tpch_q13_timed_out,tpch_q14_timed_out,tpch_q15_timed_out,tpch_q16_timed_out,tpch_q17_timed_out,tpch_q18_timed_out,tpch_q19_timed_out,tpch_q20_timed_out,tpch_q21_timed_out,tpch_q22_timed_out,tpcds_q1_timed_out,tpcds_q2_timed_out,tpcds_q3_timed_out,tpcds_q4_timed_out,tpcds_q5_timed_out,tpcds_q6_timed_out,tpcds_q7_timed_out,tpcds_q8_timed_out,tpcds_q9_timed_out,tpcds_q10_timed_out,tpcds_q11_timed_out,tpcds_q12_timed_out,tpcds_q13_timed_out,tpcds_q14_timed_out,tpcds_q15_timed_out,tpcds_q16_timed_out,tpcds_q17_timed_out,tpcds_q18_timed_out,tpcds_q19_timed_out,tpcds_q20_timed_out,tpcds_q21_timed_out,tpcds_q22_timed_out,tpcds_q23_timed_out,tpcds_q24_timed_out,tpcds_q25_timed_out,tpcds_q26_timed_out,tpcds_q27_timed_out,tpcds_q28_timed_out,tpcds_q29_timed_out,tpcds_q30_timed_out,tpcds_q31_timed_out,tpcds_q32_timed_out,tpcds_q33_timed_out,tpcds_q34_timed_out,tpcds_q35_timed_out,tpcds_q36_timed_out,tpcds_q37_timed_out,tpcds_q38_timed_out,tpcds_q39_timed_out,tpcds_q40_timed_out,tpcds_q41_timed_out,tpcds_q42_timed_out,tpcds_q43_timed_out,tpcds_q44_timed_out,tpcds_q45_timed_out,tpcds_q46_timed_out,tpcds_q47_timed_out,tpcds_q48_timed_out,tpcds_q49_timed_out,tpcds_q50_timed_out,tpcds_q51_timed_out,tpcds_q52_timed_out,tpcds_q53_timed_out,tpcds_q54_timed_out,tpcds_q55_timed_out,tpcds_q56_timed_out,tpcds_q57_timed_out,tpcds_q58_timed_out,tpcds_q59_timed_out,tpcds_q60_timed_out,tpcds_q61_timed_out,tpcds_q62_timed_out,tpcds_q63_timed_out,tpcds_q64_timed_out,tpcds_q65_timed_out,tpcds_q66_timed_out,tpcds_q67_timed_out,tpcds_q68_timed_out,tpcds_q69_timed_out,tpcds_q70_timed_out,tpcds_q71_timed_out,tpcds_q72_timed_out,tpcds_q73_timed_out,tpcds_q74_timed_out,tpcds_q75_timed_out,tpcds_q76_timed_out,tpcds_q77_timed_out,tpcds_q78_timed_out,tpcds_q79_timed_out,tpcds_q80_timed_out,tpcds_q81_timed_out,tpcds_q82_timed_out,tpcds_q83_timed_out,tpcds_q84_timed_out,tpcds_q85_timed_out,tpcds_q86_timed_out,tpcds_q87_timed_out,tpcds_q88_timed_out,tpcds_q89_timed_out,tpcds_q90_timed_out,tpcds_q91_timed_out,tpcds_q92_timed_out,tpcds_q93_timed_out,tpcds_q94_timed_out,tpcds_q95_timed_out,tpcds_q96_timed_out,tpcds_q97_timed_out,tpcds_q98_timed_out,tpcds_q99_timed_out,cfg_jit,cfg_seq_page_cost,cfg_random_page_cost,cfg_default_statistics_target,cfg_max_parallel_workers,cfg_max_parallel_workers_per_gather,cfg_max_worker_processes,cfg_shared_buffers,cfg_effective_cache_size,cfg_work_mem,cfg_enable_hashagg,cfg_enable_bitmapscan,cfg_enable_nestloop,cfg_enable_parallel_hash,cfg_enable_sort,cfg_synchronous_commit,cfg_cpu_tuple_cost,cfg_cpu_index_tuple_cost,cfg_cpu_operator_cost,cfg_parallel_setup_cost,cfg_parallel_tuple_cost,cfg_min_parallel_table_scan_size,cfg_min_parallel_index_scan_size,cfg_join_collapse_limit,cfg_from_collapse_limit,cfg_hash_mem_multiplier,cfg_enable_mergejoin,cfg_enable_hashjoin,cfg_enable_memoize,cfg_enable_gathermerge,cfg_enable_incremental_sort,cfg_enable_material,cfg_enable_indexscan,cfg_enable_indexonlyscan,cfg_enable_parallel_append,cfg_parallel_leader_participation,vcpus,memory_mb,sf
75,low,s1_s3,done,1182.758,,20,0,115046.51,1975.939,0.43,5,98,0,1049814.004,1238.642,69.45,22,7986.34,58101.11,1223.855,1775.264,10603.107,605.956,1049.6,996.098,2382.458,1111.236,243.639,1394.273,10871.146,614.57,1268.19,477.791,,3732.585,888.063,,3618.532,2783.317,607328.283,1960.98,477.454,11617.691,1397.404,63576.052,4555.686,80.97,3100.618,1330.585,12273.392,115.327,1048.474,5493.495,273.702,665.138,641.792,751.063,407.758,220.473,1484.52,152.532,9078.632,824.105,684.096,440.581,619.77,2149.567,744.945,85187.171,4718.413,2055.778,654.409,422.761,1341.361,1372.923,1430.823,2566.844,9774.98,2005.479,910.453,349.569,839.616,9201.749,151.991,582.898,5351.37,992.316,1082.565,5550.295,1546.783,346.91,335.544,39.964,329.054,677.447,2428.456,6796.162,2199.361,707.333,355.675,334.511,358.519,373.757,1541.614,279.17,21247.515,441.995,895.241,1345.087,637.159,24851.852,412.392,9531.233,11785.513,3085.112,707.267,2213.256,445.24,740.589,48510.247,1415.645,150.563,257.48,713.442,301.876,2726.694,3261.512,429.253,253.827,306.116,1623.202,803.523,329.549,,367.352,1019.669,364.715,5617.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,1.0,2.641,322.0,2.0,1.0,8.0,512.0,1280.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2048,1
76,low,s1_s3,done,987.667,,20,0,35903.797,1281.367,21.99,2,98,0,933054.888,1165.088,85.6,16,5663.068,1711.148,1203.636,2581.713,1179.512,599.67,982.788,1030.436,1869.158,1131.391,2171.583,1259.478,1043.492,566.58,1303.082,465.517,,2979.006,884.414,,3858.66,313.03,351969.089,1659.786,484.349,12681.816,1450.737,323914.614,628.672,72.78,2838.421,2905.713,11122.695,120.38,987.928,4237.321,2438.192,5746.341,704.991,799.915,3585.527,210.277,1483.743,155.523,5870.577,858.01,663.929,438.789,598.779,2324.117,795.552,9887.71,2441.008,302.017,799.028,3926.801,1870.749,8907.707,1669.834,6932.148,3615.648,239.635,837.422,365.467,815.963,1575.316,183.066,620.703,5541.095,1023.941,1436.751,617.577,1547.3,3252.805,363.616,21.839,3245.836,671.367,2265.575,742.781,1743.397,701.535,419.869,344.488,403.522,586.259,13565.188,294.844,2860.346,415.038,907.901,1324.197,702.947,3163.777,444.379,3231.053,1802.5,560.249,753.768,1593.19,538.718,838.354,44109.075,1519.115,145.044,273.089,811.488,266.065,2441.935,18852.593,421.39,265.661,285.845,292.224,818.581,327.817,,373.327,1145.959,403.805,663.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,1.0,2.332,348.0,1.0,1.0,8.0,512.0,1280.0,32.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2048,1
77,low,s1_s3,done,1083.303,,20,0,65800.969,1334.103,21.1,6,98,0,999336.455,816.95,79.45,16,17450.854,1618.027,2099.23,8275.503,849.063,344.775,716.555,713.312,1684.399,1470.659,169.637,979.777,1030.174,385.08,745.846,4287.136,,2975.991,562.722,,16203.116,306.704,706631.711,1419.919,520.545,5248.024,803.553,68651.666,543.58,73.818,2446.85,2784.443,19476.461,75.766,679.442,2999.968,189.793,644.326,465.834,599.064,267.592,148.386,1259.17,104.301,4809.56,636.296,571.543,322.077,962.672,1637.227,661.048,10857.791,20088.452,192.806,602.274,532.495,1058.823,573.034,1276.409,873.809,16263.74,242.087,845.471,300.033,391.111,959.051,129.754,369.132,2405.439,700.601,970.052,395.491,1945.675,213.515,226.726,387.534,370.331,492.332,1287.133,427.42,1057.696,675.696,247.565,252.77,221.987,8016.926,2502.502,288.619,4883.592,269.971,868.073,872.431,428.462,2589.006,244.67,3256.878,2000.842,383.537,495.991,3318.502,506.49,700.065,46859.782,1658.557,134.451,173.055,590.58,163.662,1226.19,1818.081,284.137,169.643,193.075,215.694,540.409,2025.079,,214.514,1724.546,228.884,299.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,1.0,3.871,252.0,2.0,1.0,8.0,384.0,1536.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2048,1
78,low,s1_s3,done,4442.367,,20,0,67987.614,1370.292,78.14,5,94,4,4350646.945,1168.323,89.34,18,8186.152,348.825,4597.54,288.509,877.136,373.27,2300.087,1989.472,4600.311,1014.714,30063.496,588.419,1135.524,390.528,976.769,485.847,,1901.666,827.732,,1603.087,2189.483,900000.0,3541.834,433.212,900000.0,997.215,107770.713,1820.03,736.173,2785.352,18285.029,900000.0,74.548,654.631,18810.731,314.645,10927.356,14336.766,436.268,207.405,241.86,1395.582,167.753,6153.125,556.246,2057.994,1306.426,946.526,1728.745,1072.872,23301.822,4732.238,221.205,616.321,2073.764,13500.905,1725.663,23.382,1996.242,37402.79,159.578,1000.142,121.183,589.708,9638.641,231.419,442.853,3605.257,1495.678,1132.934,526.778,12363.866,140.358,58.123,9.474,89.378,427.458,1687.412,796.096,21585.585,1617.644,281.913,308.912,24.956,90.726,1367.16,292.778,3133.054,12633.283,575.877,1155.145,483.646,1757.621,2276.223,900000.0,16584.127,429.325,19121.724,9.264,342.07,686.286,309825.161,30.223,135.417,241.429,193.637,402.636,2074.09,2255.48,160.605,236.626,57.198,70.06,217.646,1500.64,,218.479,13587.098,244.612,399.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,1.0,2.973,225.0,1.0,1.0,8.0,384.0,1024.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2,2048,1
79,low,s1_s3,done,1058.678,,20,0,73083.735,1484.351,20.52,4,98,0,968644.21,1245.425,79.4,14,7381.804,1448.362,1176.397,1472.552,8731.657,618.866,988.635,1004.829,16608.374,1037.178,228.853,1160.91,1193.671,564.901,1243.15,443.692,,2945.134,884.556,,20617.082,296.614,544032.7,1947.183,492.471,11456.959,1393.902,65746.264,720.888,95.728,3034.646,1452.443,12140.786,118.489,1064.545,5314.536,288.345,663.646,723.167,790.895,437.068,233.568,1469.407,159.018,9251.393,856.954,654.779,4103.675,625.937,2266.79,754.988,54149.773,4701.889,269.094,725.542,425.726,1281.215,1430.679,1379.752,2574.773,4257.311,253.03,819.681,394.791,823.177,12392.616,186.847,626.296,29562.698,974.09,1202.032,614.58,1451.992,366.873,363.604,51.55,356.393,6067.305,3511.257,6906.461,2414.697,717.022,399.971,316.665,361.058,427.349,1554.238,296.893,4835.144,4016.474,923.436,1237.935,683.656,10261.099,443.333,35119.565,2410.865,708.55,776.137,2469.476,501.749,791.456,46607.963,1607.053,155.523,335.39,730.858,2796.163,2833.121,3149.841,428.957,245.669,2695.944,224.433,6639.644,306.376,,373.447,1075.674,377.064,616.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,1.0,3.568,134.0,1.0,1.0,8.0,384.0,1536.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2,2048,1
16,low,s2,done,4594.627,,20,0,33585.869,923.793,59.71,6,94,4,4544393.254,1290.017,86.87,21,5215.399,376.032,2007.947,372.095,409.266,705.816,623.115,772.424,2461.356,1164.417,248.71,915.098,8005.763,478.308,1072.205,471.964,,2301.221,736.296,,1409.136,333.233,509273.533,1088.304,378.759,900000.0,1785.41,115535.791,1626.585,324.19,7564.153,4295.532,900000.0,150.492,684.388,38830.889,241.761,27133.783,13225.398,947.717,292.116,266.036,1665.681,305.709,5829.04,905.545,1852.844,866.706,1580.452,2464.884,1471.014,17614.807,8217.248,229.141,1549.015,381.841,15050.811,1653.421,17.399,3510.345,13283.858,626.544,4753.412,388.739,934.628,1469.035,300.47,956.535,900000.0,1090.317,103.88,1479.811,1949.738,418.449,18.508,12.603,120.262,921.671,2841.54,1038.827,2771.24,2111.849,595.658,476.795,18.676,66.771,1850.459,274.682,4698.393,828.575,1212.285,8051.484,712.819,4815.278,495.812,900000.0,2414.318,512.409,4896.058,3703.746,473.962,3188.956,45167.374,36.275,606.141,68.717,79.668,412.738,3981.803,8233.539,161.041,246.598,62.38,119.092,117.682,197.887,,342.905,1208.955,297.04,824.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,0.0016,0.00126,0.0008,1210.0,0.467,8.0,8.0,7.0,4.0,2.9,0.0,1.0,,,,,,,,,2,2048,1
17,low,s2,done,3465.44,,20,0,28665.305,908.976,52.77,5,95,3,3414291.744,964.974,86.36,20,5675.237,326.237,1191.854,370.999,360.865,515.931,857.245,650.705,2733.823,1836.475,1274.069,1250.062,1004.615,644.972,1751.445,545.404,,2092.02,734.52,,955.528,239.975,352651.736,1303.316,359.032,900000.0,1354.801,110644.295,1982.293,339.397,5642.011,3982.44,900000.0,90.515,649.881,19429.256,217.79,3043.987,2523.623,903.948,353.06,239.565,2290.345,168.6,6674.616,600.174,1667.077,818.07,2582.461,5458.249,1305.699,10832.136,37296.178,129.378,761.948,490.993,2124.358,716.652,15.473,2738.755,5567.723,580.347,1104.515,326.158,619.801,1629.962,147.056,562.109,4494.484,1009.592,134.16,1047.399,1794.78,458.303,34.379,57.306,67.318,1259.285,1735.564,944.797,1560.416,1408.496,533.955,384.245,17.002,45.77,1416.513,185.183,2519.293,271.551,943.356,1273.319,685.051,10091.736,351.547,900000.0,2135.899,438.103,1154.879,2479.903,346.676,3089.787,46913.398,112.216,122.079,34.168,175.911,282.313,3821.519,6935.945,148.532,153.544,34.486,72.469,123.678,213.224,,223.595,1019.703,287.218,742.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,0.0075,0.00422,0.00223,392.0,0.412,8.0,0.5,6.0,4.0,3.3,1.0,1.0,,,,,,,,,2,2048,1
18,low,s2,done,3438.974,,20,0,29867.384,746.391,52.56,5,95,3,3392153.379,1046.395,87.26,23,5422.963,285.475,719.468,226.494,345.656,369.884,649.164,637.584,2085.652,861.604,144.679,838.064,1108.596,654.869,1393.524,587.544,,7860.242,631.111,,1009.563,332.557,347725.141,1728.038,790.745,900000.0,1657.952,102099.108,1798.061,924.208,5062.484,7679.399,900000.0,85.736,1086.464,20586.292,303.565,2583.63,2661.26,880.108,316.774,186.284,1962.062,208.986,6526.917,503.824,1994.347,690.898,1132.847,3157.284,1504.435,38245.73,5712.25,151.373,764.723,378.646,2004.541,1371.212,28.65,3995.267,4043.334,246.411,1168.164,394.661,655.706,1605.115,178.716,745.556,6045.197,829.996,163.918,1828.256,1597.198,377.284,22.213,59.398,335.839,884.605,3065.293,1635.355,1939.285,1258.633,567.917,218.561,186.499,37.553,1775.526,379.027,4165.899,303.073,649.397,1174.542,642.077,1497.02,521.57,900000.0,2562.711,473.717,841.282,2978.722,363.025,874.929,42790.007,47.489,152.37,210.565,286.877,313.608,4854.244,7386.52,269.054,149.544,46.547,56.18,350.554,166.976,,222.022,1129.185,285.814,506.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,0.009,0.00433,0.00224,684.0,0.018,32.0,8.0,12.0,6.0,2.0,1.0,1.0,,,,,,,,,2,2048,1
19,low,s2,done,3608.244,,20,0,26766.183,819.422,72.93,7,95,3,3562176.217,1152.556,88.83,23,5510.915,376.219,1081.545,338.377,299.795,405.698,589.691,523.307,3322.809,1120.965,198.592,819.634,1691.896,646.954,1004.303,525.231,,2745.098,698.527,,1217.03,800.658,172247.398,2659.627,438.254,900000.0,2057.568,95658.04,1621.507,253.113,11795.009,3937.575,900000.0,179.995,558.772,22543.394,297.487,8215.964,16115.702,853.282,444.003,217.833,2358.406,163.266,8631.694,638.236,11845.514,794.068,1300.841,2071.953,9061.682,11228.691,5373.571,110.566,1035.852,369.143,2022.641,1182.263,18.171,3908.822,9711.382,236.664,1096.613,356.997,665.902,2286.998,112.024,765.181,5698.164,718.324,174.214,1231.188,1596.633,387.612,34.671,11.188,145.034,1009.175,3213.18,1616.672,3645.242,1143.807,435.201,307.224,21.051,110.778,1404.693,262.608,2981.028,586.755,11612.825,4045.562,608.667,51546.553,373.562,900000.0,2089.684,506.542,1087.863,2173.298,785.107,1026.943,309102.98,27.016,147.582,29.398,172.572,378.614,3414.93,7160.519,273.292,111.896,61.228,69.34,188.9,214.962,,453.597,3668.992,199.829,725.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,0.0023,0.00139,0.00054,805.0,0.082,8.0,32.0,5.0,12.0,2.6,1.0,1.0,,,,,,,,,2,2048,1
20,low,s2,done,3292.904,,20,0,36287.387,1160.885,84.94,10,95,3,3238499.895,1492.606,89.99,30,5137.079,782.31,1688.437,189.377,507.813,576.64,2360.954,949.237,5466.776,2047.49,524.254,688.287,1139.643,759.224,955.839,2215.727,,2103.225,702.907,,3459.597,619.004,144648.747,3032.709,673.574,900000.0,7481.691,108170.633,1669.007,886.872,9701.146,5859.295,900000.0,264.131,857.808,24728.746,375.785,7065.973,2654.83,1257.476,871.497,293.947,4299.13,227.312,10769.846,2489.996,11637.566,788.073,1785.327,3195.288,1347.87,11718.858,5876.434,419.986,1747.867,764.59,3149.572,1670.54,30.289,2928.689,4298.261,397.444,1028.22,708.923,1014.91,1633.126,189.239,888.412,5913.732,828.194,115.024,2018.22,2143.855,868.867,22.478,370.094,934.393,1479.187,6901.28,1166.932,1934.295,2031.608,790.108,385.123,22.661,33.529,4233.985,533.469,5616.073,1004.857,1578.165,2852.624,1225.148,1647.129,714.816,900000.0,3449.932,1053.349,1645.681,2596.138,1061.879,2299.575,42221.49,51.158,2406.063,144.331,327.499,364.137,4622.876,11301.508,225.849,385.642,61.531,263.189,110.449,284.949,,701.941,1461.23,624.235,694.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,0.0043,0.00208,0.00069,1530.0,0.348,32.0,0.5,11.0,10.0,2.8,1.0,0.0,,,,,,,,,2,2048,1
21,low,s2,done,3246.752,,20,0,25477.899,815.707,46.76,4,95,3,3203248.404,1037.874,86.96,20,5061.347,2600.885,1141.75,354.517,432.264,398.719,612.351,867.95,1898.305,762.955,184.431,719.715,1135.703,420.385,1065.914,528.403,,2100.531,753.199,,1428.347,298.292,160768.027,2068.619,670.158,900000.0,1416.062,111244.3,1461.277,457.658,5253.347,5857.089,900000.0,75.041,735.523,18818.316,365.764,2669.545,2382.848,847.867,317.325,197.588,1754.956,161.432,13354.984,720.487,1836.782,688.471,1156.289,5608.821,5640.135,11800.424,5219.485,126.821,1090.808,505.562,1727.443,1380.647,29.854,2767.309,5031.836,242.744,1022.791,377.896,647.428,1565.484,202.914,637.17,6008.036,1250.616,649.123,1631.986,1860.135,298.756,22.421,171.234,261.572,1007.413,2671.185,968.251,1548.708,1602.404,411.878,275.147,21.683,42.292,3377.619,265.552,2821.613,458.81,777.732,1378.105,628.38,1420.412,481.176,900000.0,2171.597,507.01,1038.225,2288.412,380.913,2537.882,48750.412,50.299,318.592,64.91,112.823,295.187,2833.643,8713.116,217.148,205.196,46.262,65.221,162.462,201.339,,263.35,1420.814,415.74,741.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,0.0052,0.00497,0.00208,844.0,0.42,32.0,2.0,10.0,5.0,3.6,1.0,1.0,,,,,,,,,2,2048,1
